zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,latitude,longitude
11375,32492,76467,18.5,28.6,4308,40.720963,-73.84614
11377,31464,54989,18.6,16.8,3398,40.74482,-73.905161
11378,12623,68460,18.4,26.0,2632,40.724744,-73.909639
11379,13528,79573,14.7,32.5,2748,40.716753,-73.879598
11385,34993,64481,18.7,24.1,8124,40.700647,-73.889423
11411,6052,87231,11.0,35.3,290,40.694025,-73.736223
11412,10957,75307,15.0,31.1,562,40.698096,-73.75899
11413,12133,83459,11.0,34.3,1036,40.67117,-73.752063
11414,10511,72632,18.4,28.5,944,40.657604,-73.844804
11415,8489,65981,19.6,21.2,946,40.707896,-73.828297
11416,7216,61285,18.3,23.8,884,40.684625,-73.849582
11417,9035,69989,18.0,28.5,868,40.676434,-73.844467
11418,10940,67003,15.5,25.3,1536,40.700203,-73.836012
11419,12724,65711,17.0,23.3,1630,40.688638,-73.822942
11420,13226,66220,15.9,26.4,984,40.673563,-73.817829
11421,11972,69053,15.7,26.6,1102,40.694062,-73.858626
11422,9686,86996,11.2,35.4,690,40.660065,-73.736012
11423,9817,66455,18.4,24.8,784,40.715608,-73.768493
11424,0,-,0,0,10,40.714317,-73.82724
11425,0,-,0,0,6,40.607719,-74.023923
11426,6388,83376,13.0,35.3,566,40.736462,-73.722359
11427,7487,72874,15.3,29.5,506,40.730918,-73.745621
11428,5611,71663,15.3,29.1,642,40.721008,-73.742257
11429,7387,80464,15.2,32.6,496,40.709781,-73.738733
11430,0,-,0,0,1296,40.646809,-73.786169
11432,18390,52975,22.3,18.9,8292,40.715359,-73.793072
11433,10423,48795,27.0,18.9,1368,40.698151,-73.786912
11434,20993,60702,17.6,24.6,2008,40.676808,-73.776425
11435,18795,59535,20.7,21.6,1868,40.701225,-73.809635
11436,5628,69259,12.8,29.4,268,40.675818,-73.796661
11451,0,-,0,0,8,40.70119,-73.795943
11501,7543,90007,9.6,33.4,2486,40.746286,-73.638905
11507,2325,118807,6.3,37.3,642,40.770851,-73.652262
11509,882,140714,4.2,35.3,146,40.587963,-73.728528
11510,10712,102810,10.2,39.0,1538,40.650127,-73.607709
11514,1672,88455,11.8,31.2,824,40.749892,-73.612477
11516,2192,98696,12.6,36.9,1128,40.625784,-73.726677
11518,3891,92682,13.8,31.6,534,40.637472,-73.666807
11520,13759,71423,18.7,28.8,2530,40.649401,-73.582951
11530,9321,151809,6.7,34.7,13170,40.726854,-73.637009
11542,9742,75685,16.6,25.4,1838,40.872605,-73.628622
11545,4369,149174,8.4,31.0,932,40.826321,-73.589365
11547,254,96250,21.6,33.4,72,40.83367,-73.642687
11548,522,123056,0,61.4,398,40.812868,-73.627405
11549,0,-,0,0,16,40.717289,-73.602775
11550,16355,59580,22.2,24.1,4812,40.701475,-73.621108
11552,7285,108628,8.3,40.3,1286,40.692979,-73.652416
11553,6285,69914,16.3,28.4,2048,40.706749,-73.592054
11554,12196,94513,12.0,36.3,1926,40.720115,-73.558861
11556,0,-,0,0,308,40.719678,-73.58386
11557,2643,116754,4.4,37.3,936,40.637176,-73.691976
11558,2919,89715,14.0,37.1,630,40.605357,-73.649046
11559,2677,106597,8.8,28.4,924,40.603733,-73.717352
11560,2260,116875,10.0,31.1,626,40.880757,-73.588724
11561,16131,89050,13.1,32.7,1728,40.589081,-73.648178
11563,8006,91042,9.7,34.5,1830,40.657255,-73.673722
11565,3233,108656,7.8,42.3,378,40.675061,-73.671667
11566,11225,142862,6.6,40.7,2146,40.663194,-73.554014
11568,1044,175833,2.9,35.6,248,40.786929,-73.596491
11569,475,130547,5.9,45.1,80,40.589785,-73.582303
11570,10100,107111,12.4,29.3,4892,40.666066,-73.638409
11572,10222,109944,11.6,38.0,2218,40.631772,-73.636624
11575,4293,79232,13.7,36.0,398,40.680422,-73.584877
11576,4662,158125,8.7,28.2,1046,40.798032,-73.647275
11577,4298,126830,9.4,33.9,1126,40.783258,-73.638881
11579,1961,115822,13.5,41.1,364,40.844016,-73.644006
11580,13242,103475,7.7,41.3,4304,40.6749,-73.702154
11581,6838,104795,8.0,37.7,1388,40.651028,-73.715325
11590,14156,101095,12.9,36.3,3390,40.755182,-73.574338
11596,3604,116250,7.3,44.3,788,40.759669,-73.642312
11598,3896,140573,6.5,33.8,874,40.630935,-73.712339
11691,20155,42434,34.8,15.7,2120,40.601261,-73.761646
11692,6417,45816,29.3,16.9,210,40.594154,-73.791986
11693,4767,57443,27.3,25.8,568,40.590916,-73.809715
11694,8319,77547,16.7,28.0,668,40.57827,-73.844762
11697,1398,99792,10.2,38.3,90,40.552684,-73.924526
11701,8463,80563,14.4,35.7,1508,40.681433,-73.410099
11702,4963,118708,7.5,39.5,2356,40.650697,-73.262218
11703,5429,94407,9.8,38.8,694,40.732671,-73.32501
11704,12647,84448,12.2,34.6,2226,40.717504,-73.358203
11705,2696,106474,10.0,36.4,490,40.745255,-73.054836
11706,18712,84405,13.7,33.8,3212,40.722537,-73.252183
11709,2472,102722,9.4,37.9,266,40.906313,-73.558244
11710,11474,122627,7.3,43.2,2256,40.671972,-73.531972
11713,3211,72569,17.5,27.6,478,40.776087,-72.942806
11714,7673,105011,10.8,41.3,1392,40.742563,-73.486072
11715,1581,117313,7.8,40.1,220,40.750968,-73.034924
11716,3632,83000,8.5,35.7,2156,40.777011,-73.13509
11717,13587,74202,14.4,29.4,1604,40.783805,-73.252263
11718,1116,123152,6.7,41.6,176,40.716435,-73.261514
11719,1124,82083,12.3,34.8,236,40.782186,-72.912084
11720,8816,97682,9.3,38.8,1162,40.870331,-73.082113
11721,2264,123333,6.6,37.7,314,40.902425,-73.371427
11722,9468,68588,15.9,25.5,1030,40.783056,-73.194911
11724,1049,207656,2.6,37.8,244,40.864322,-73.456406
11725,9903,119503,9.9,39.1,2426,40.840492,-73.280815
11726,5835,71418,13.5,30.1,1016,40.678829,-73.395517
11727,10910,79302,11.7,30.8,878,40.882068,-73.004019
11729,8939,86124,14.3,36.7,2832,40.761136,-73.32526
11730,4361,119826,9.3,49.3,852,40.717339,-73.17023
11731,10136,106854,9.8,40.1,1800,40.862633,-73.31693
11732,1422,111000,16.3,35.4,274,40.844738,-73.536885
11733,5613,147330,6.0,36.6,1298,40.940235,-73.11278
11735,11414,102500,11.7,40.2,8020,40.732747,-73.432789
11738,5183,97583,6.2,42.2,736,40.838208,-73.038185
11739,321,135781,7.5,35.4,90,40.735995,-73.160805
11740,3175,102455,18.8,36.6,534,40.865398,-73.361296
11741,9024,99308,5.9,39.2,1580,40.794894,-73.070326
11742,4554,94595,7.4,38.4,1944,40.810074,-73.041409
11743,15132,119133,8.8,31.3,4062,40.883411,-73.423556
11746,20740,107221,10.6,34.0,3944,40.814268,-73.362276
11747,7070,119876,9.8,33.9,7592,40.784369,-73.408541
11749,982,90966,8.7,40.6,766,40.806766,-73.170926
11751,5067,95975,9.2,37.9,750,40.730486,-73.213924
11752,2954,94593,10.8,38.9,388,40.757114,-73.174012
11753,4253,166272,5.3,39.0,4184,40.790166,-73.539493
11754,6613,100822,12.2,35.3,790,40.885566,-73.249901
11755,4167,103574,12.3,36.1,836,40.857817,-73.116844
11756,13479,108999,7.9,43.1,1674,40.724512,-73.516326
11757,14550,84727,10.3,34.9,2322,40.68901,-73.373328
11758,18449,111189,9.0,36.0,2822,40.668934,-73.458448
11762,7358,124220,6.9,46.3,894,40.682744,-73.446664
11763,9316,82543,17.7,34.3,1442,40.826582,-72.98405
11764,4187,120063,7.0,46.4,788,40.92986,-72.973063
11765,247,206250,7.7,27.2,48,40.882186,-73.558941
11766,4207,112953,10.3,43.6,720,40.939219,-73.018666
11767,4996,120230,6.4,46.2,708,40.842949,-73.145216
11768,7959,122080,10.8,35.1,1462,40.923631,-73.339309
11769,3367,89673,13.1,36.5,520,40.734504,-73.125222
11770,23,98750,30.4,46.1,136,40.645867,-73.156498
11771,3649,122589,9.2,28.7,944,40.872799,-73.52502
11772,17022,70618,19.9,28.5,2638,40.76178,-72.987407
11776,7899,97068,11.7,37.7,1404,40.913604,-73.046385
11777,3421,106840,8.5,32.9,936,40.956068,-73.066659
11778,4165,93677,11.3,37.1,724,40.948046,-72.937093
11779,12660,91486,13.7,37.7,2936,40.812958,-73.11449
11780,5410,114423,11.2,34.2,1044,40.909287,-73.174729
11782,5290,108679,10.1,36.5,1074,40.738088,-73.08167
11783,6960,124861,4.6,44.3,1030,40.677612,-73.490014
11784,7981,87379,11.0,37.1,940,40.868938,-73.041244
11786,1938,126625,4.6,51.8,274,40.950485,-72.886658
11787,12006,122917,8.9,43.4,2932,40.852924,-73.21126
11788,5548,108074,7.4,43.0,6040,40.818088,-73.213209
11789,2863,81761,8.4,32.7,180,40.962028,-72.971008
11790,4529,135197,10.1,37.6,906,40.905957,-73.127374
11791,8275,163801,6.6,32.3,5080,40.828288,-73.505922
11792,2944,125000,7.2,42.2,470,40.955033,-72.825569
11793,10385,126875,6.8,41.1,1630,40.651288,-73.514726
11794,0,-,0,0,142,40.913615,-73.125246
11795,7941,111581,8.8,41.8,1168,40.709005,-73.296337
11796,1216,92500,8.1,37.4,180,40.731247,-73.099419
11797,3022,166949,9.4,26.1,1360,40.820208,-73.47245
11798,3709,75350,17.3,30.2,362,40.752665,-73.378442
11801,12516,100245,9.6,39.6,11664,40.762304,-73.524452
11803,9632,134375,6.9,36.3,2994,40.781771,-73.473118
11804,1703,112153,12.6,31.5,264,40.75901,-73.457384
11901,10047,59624,21.2,21.5,2280,40.925812,-72.64617
11930,445,94185,16.2,32.8,276,40.989988,-72.099587
11931,19,-,0,165.4,126,40.934272,-72.612391
11932,440,82188,12.8,37.3,518,40.934313,-72.306615
11933,2970,57933,18.4,23.6,398,40.942231,-72.765594
11934,2512,100691,5.7,39.9,690,40.798359,-72.794297
11935,1257,94228,4.9,38.6,336,41.021223,-72.486958
11937,6488,94612,14.1,29.8,1804,41.013013,-72.168912
11939,431,72566,12.5,29.1,36,41.123116,-72.31535
11940,1848,102197,10.8,43.8,346,40.81317,-72.752004
11941,762,106563,8.2,43.9,172,40.83016,-72.729761
11942,1804,82446,8.7,36.3,310,40.850437,-72.582821
11944,1726,59254,20.7,20.6,426,41.10403,-72.371541
11946,5533,78284,14.9,29.2,1194,40.870215,-72.521741
11947,138,-,0,46.1,110,40.950659,-72.571053
11948,386,84631,7.5,47.0,48,40.960725,-72.54988
11949,4873,103542,14.1,39.2,548,40.866503,-72.804643
11950,4674,75093,17.9,31.4,422,40.807616,-72.847518
11951,4803,66493,14.6,27.3,268,40.763164,-72.830344
11952,1987,81380,13.6,35.5,438,41.001648,-72.547599
11953,5201,72635,16.9,31.5,504,40.892509,-72.951175
11954,1528,87717,12.4,28.5,646,41.047538,-71.946369
11955,1750,62256,7.8,27.5,144,40.813511,-72.823823
11956,127,66477,10.3,42.5,20,40.969049,-72.462175
11957,331,71125,8.1,22.6,52,41.192201,-72.148968
11958,256,87750,6.3,34.5,88,41.039067,-72.464419
11959,398,92750,15.6,35.3,248,40.822586,-72.601345
11960,301,84375,2,39.7,74,40.810615,-72.706062
11961,5392,61932,20.6,23.0,296,40.905139,-72.888349
11962,123,118250,8.2,37.5,94,40.930895,-72.268719
11963,2662,90833,8.8,30.7,794,40.993969,-72.320949
11964,859,81352,6.7,43.1,172,41.049483,-72.302316
11965,336,119583,0,77.4,102,41.096081,-72.2884
11967,7916,82378,12.0,32.8,1006,40.794778,-72.875477
11968,4469,82809,15.1,32.1,3960,40.905923,-72.415661
11970,89,-,83.1,44.8,18,40.938952,-72.577539
11971,2673,81654,10.2,32.7,462,41.064037,-72.430926
11972,457,86083,17.3,43.9,142,40.847825,-72.702889
11973,0,-,0,0,14,40.86772,-72.882721
11975,111,71875,12.6,46.9,198,40.941107,-72.244466
11976,889,115875,8.4,35.0,284,40.922393,-72.350704
11977,817,106354,13.1,44.3,186,40.828481,-72.679186
11978,1228,84516,13.8,32.3,596,40.826323,-72.649008
11980,1780,96574,10.7,41.6,380,40.831296,-72.923154
12007,0,-,0,0,8,42.455665,-73.927143
12008,161,103472,9.3,47.7,24,42.853488,-73.906535
12009,2953,93975,9.2,38.6,664,42.697723,-74.03535
12010,11641,49553,26.1,17.9,2884,42.937632,-74.173325
12015,1040,58684,22.3,22.6,126,42.294057,-73.825116
12017,167,75809,6.0,35.2,22,42.32111,-73.455997
12018,2825,91075,8.5,39.2,186,42.628833,-73.520771
12019,5864,98600,7.9,40.0,440,42.934351,-73.881808
12020,13235,77157,13.5,30.9,1460,43.001589,-73.868123
12022,418,50833,20.1,22.0,36,42.656951,-73.333879
12023,777,68807,7.9,31.0,26,42.598558,-74.183022
12024,0,-,0,0,2,42.476788,-73.533278
12025,2248,66548,16.0,27.3,180,43.083346,-74.138092
12027,1466,92159,6.8,39.8,210,42.935415,-73.907815
12028,317,69338,2.9,28.2,22,42.934442,-73.442269
12029,400,84342,8.6,34.5,66,42.41595,-73.424961
12031,84,43125,33.4,32.8,2,42.766038,-74.451615
12032,382,47738,12.5,19.3,32,43.128628,-74.471601
12033,3126,73521,7.7,29.7,394,42.543138,-73.705499
12035,286,35921,26.1,23.8,18,42.730427,-74.359221
12036,111,41696,29.7,31.5,10,42.541514,-74.673053
12037,1852,63182,20.3,26.0,318,42.344725,-73.567126
12040,63,40809,20.6,48.3,6,42.63735,-73.350721
12041,243,87566,3.3,46.6,22,42.577943,-73.95266
12042,118,44583,28.0,34.1,8,42.416518,-73.938206
12043,3026,48778,25.5,18.4,456,42.69397,-74.530506
12045,196,51389,9.2,14.2,28,42.482555,-73.800532
12046,390,82692,9.7,40.8,18,42.507517,-73.925621
12047,8978,53977,24.3,17.9,684,42.784054,-73.726219
12051,1405,64777,20.2,25.7,114,42.345522,-73.842543
12052,716,66579,15.5,28.6,100,42.75447,-73.478427
12053,1509,85721,7.8,38.2,252,42.75747,-74.191095
12054,6883,100677,8.7,37.8,728,42.608547,-73.864416
12056,689,84150,14.5,41.0,126,42.764785,-74.09515
12057,867,60625,16.0,27.4,88,42.968892,-73.346287
12058,591,82768,10.1,28.8,32,42.34442,-73.917635
12059,646,84091,6.2,39.2,30,42.619223,-74.060881
12060,636,71500,10.9,24.8,72,42.410631,-73.505286
12061,3629,82378,5.2,33.3,496,42.599312,-73.657175
12062,646,72500,15.1,33.7,36,42.538976,-73.504976
12063,138,81607,0,43.8,8,42.568162,-73.638049
12064,204,44545,32.9,15.6,16,42.614166,-74.655719
12065,17591,86892,9.7,33.0,2562,42.852284,-73.785597
12066,771,62284,13.3,19.1,76,42.805926,-74.233025
12067,598,75909,8.8,29.3,56,42.557461,-73.920294
12068,1224,58673,26.9,14.5,116,42.956069,-74.401829
12069,73,38984,37.0,32.3,4,42.946036,-74.279938
12070,629,65433,21.5,25.8,26,42.986022,-74.26301
12071,125,52375,16.8,24.5,4,42.552657,-74.422661
12072,933,50156,26.1,16.1,138,42.884893,-74.356737
12074,1223,71314,14.3,30.0,120,43.054217,-74.030006
12075,1125,61922,18.8,25.6,194,42.299922,-73.633627
12076,626,57778,19.0,17.5,38,42.410272,-74.395734
12077,2489,98716,8.4,36.3,384,42.58817,-73.777693
12078,10011,40692,31.0,13.3,926,43.134351,-74.339632
12083,1438,72035,10.2,29.8,182,42.424859,-74.026509
12084,2052,64868,11.0,29.9,366,42.704669,-73.899364
12085,140,43710,5.7,26.3,86,42.703313,-73.963261
12086,714,57727,20.3,22.8,46,43.011413,-74.103291
12087,335,73720,14.4,21.8,34,42.43225,-73.892894
12089,66,94904,12.1,34.6,32,42.867493,-73.312753
12090,2482,49444,17.9,18.7,202,42.876802,-73.351525
12092,342,32692,28.4,19.8,24,42.697829,-74.375418
12093,674,51316,22.6,11.6,36,42.497791,-74.628105
12094,915,81850,9.7,30.7,36,42.899406,-73.490162
12095,4872,51022,20.4,20.3,746,43.024817,-74.403815
12106,1095,74688,13.2,31.9,126,42.389554,-73.710951
12108,108,66667,33.3,23.1,26,43.573248,-74.451487
12110,7618,76652,10.5,31.2,4732,42.750565,-73.776095
12116,822,50278,21.7,10.2,84,42.538795,-74.911164
12117,1412,55417,16.2,17.5,126,43.167143,-74.261237
12118,6465,70042,18.3,30.1,458,42.909313,-73.713071
12120,239,49732,13.8,28.9,14,42.449724,-74.148844
12121,610,79817,6.4,30.0,50,42.839897,-73.607392
12122,2061,45188,26.7,15.6,148,42.54202,-74.326145
12123,2195,82478,8.5,38.8,170,42.547343,-73.598306
12124,249,98220,4.4,45.9,16,42.453111,-73.797581
12125,612,54015,18.3,22.8,102,42.484748,-73.399844
12130,308,-,19.4,62.5,22,42.442223,-73.65938
12131,39,53750,28.2,17.3,10,42.453371,-74.463913
12132,127,49395,16.5,31.1,22,42.470521,-73.630031
12134,1476,53269,19.0,19.2,162,43.269201,-74.228185
12136,346,102829,5.5,48.9,60,42.420121,-73.565107
12137,687,64213,15.5,19.3,58,42.860344,-74.133085
12138,1357,58036,18.9,23.3,46,42.748836,-73.370379
12139,59,57750,15.3,19.6,20,43.500221,-74.579544
12140,631,94226,9.2,40.7,44,42.696684,-73.540064
12143,2008,55179,17.0,17.1,224,42.49156,-73.84266
12144,8918,65591,16.3,26.2,796,42.627836,-73.717842
12147,231,69375,10,37.1,32,42.518611,-74.15884
12148,1870,107302,6.3,47.0,126,42.827793,-73.848164
12149,967,51417,29.3,17.5,56,42.616654,-74.563446
12150,286,66944,9.4,39.9,18,42.880523,-74.052689
12151,325,83681,14.8,37.2,54,42.922697,-73.787225
12153,357,78942,11.5,38.3,14,42.629923,-73.473341
12154,1059,65890,15.3,27.3,114,42.937482,-73.605806
12155,731,49250,29.1,13.8,34,42.596357,-74.827655
12156,385,68393,18.0,37.5,36,42.483504,-73.747254
12157,1628,59500,15.2,23.0,336,42.669798,-74.286077
12158,2601,85458,9.7,36.3,190,42.542158,-73.822091
12159,3291,86991,8.9,28.6,300,42.651428,-73.885894
12160,346,66667,15.9,23.4,24,42.761621,-74.383152
12161,82,78750,0,45.6,16,42.534769,-73.854863
12164,57,65625,12.4,55.3,66,43.57604,-74.356232
12165,79,-,27.9,44.8,32,42.306136,-73.504114
12166,545,44659,24.6,21.5,30,42.833587,-74.445509
12167,1167,45650,27.6,16.8,114,42.424941,-74.578045
12168,929,63576,15.8,22.0,58,42.560862,-73.380714
12169,107,95673,0,39.3,12,42.592887,-73.448036
12170,1878,66231,13.4,33.1,134,43.001956,-73.667271
12172,108,46176,25.0,23.9,10,42.289153,-73.739439
12173,760,80238,11.9,37.8,96,42.380013,-73.75966
12174,110,-,22.7,67.3,14,42.353449,-73.728436
12175,210,50694,26.2,31.9,12,42.544369,-74.55622
12176,135,75846,6.7,48.7,6,42.382017,-73.980862
12177,242,58269,8.3,37.3,14,42.950952,-74.28726
12180,21529,50669,27.2,18.7,4728,42.748588,-73.599536
12182,6206,45281,26.1,16.8,404,42.800534,-73.627434
12183,1206,49875,17.2,14.4,166,42.747904,-73.692466
12184,2566,76250,13.3,28.2,338,42.419893,-73.653359
12185,789,78472,5.7,33.8,44,42.908617,-73.586093
12186,2471,92852,7.9,36.2,210,42.633164,-73.977188
12187,199,49732,16.1,30.1,10,42.61884,-74.463554
12188,4726,65991,14.4,27.3,318,42.821216,-73.695525
12189,7952,52363,24.6,16.1,538,42.736342,-73.717521
12190,190,53125,27.9,16.8,12,43.475631,-74.28541
12192,709,83533,9.1,42.9,122,42.409012,-73.827839
12193,725,77396,19.5,37.4,112,42.52276,-74.043268
12194,64,45500,14.1,47.8,6,42.528462,-74.447631
12195,92,19359,60.9,32.6,14,42.4828,-73.475088
12196,1211,91699,9.5,42.7,120,42.631786,-73.613946
12197,886,45488,20.2,21.0,66,42.609999,-74.724749
12198,2976,82864,7.5,33.4,218,42.672768,-73.633574
12202,4172,28857,45.3,8.9,692,42.635575,-73.759658
12203,13576,55817,21.5,22.6,7872,42.681048,-73.84698
12204,3666,50721,24.8,12.5,1244,42.691516,-73.733751
12205,11158,64107,15.1,26.7,14760,42.718785,-73.82924
12206,6147,31812,42.7,9.7,3438,42.674481,-73.782648
12207,915,12396,73.7,7.2,30720,42.658398,-73.745952
12208,9760,60430,22.5,25.4,1468,42.653031,-73.809978
12209,4130,49853,22.5,18.5,232,42.638686,-73.790469
12210,5192,46712,32.4,15.1,2346,42.659502,-73.756237
12211,4284,100357,9.7,36.7,688,42.703095,-73.763706
12222,0,-,0,0,128,42.685261,-73.82323
12302,10057,74199,14.9,29.4,2084,42.878182,-73.982505
12303,10369,61916,17.6,24.9,946,42.740387,-73.905398
12304,8311,48750,22.8,17.4,886,42.77469,-73.898297
12305,2232,30625,44.5,9.8,1664,42.812011,-73.950342
12306,9015,62977,16.8,22.1,992,42.805429,-74.044227
12307,1922,22394,52.8,5.8,254,42.804981,-73.932822
12308,4997,48337,28.8,15.5,440,42.82134,-73.92093
12309,10356,101594,8.1,40.1,1928,42.79987,-73.864965
12401,14466,51016,25.4,17.4,5824,41.92272,-74.202811
12404,1509,60625,15.3,29.1,178,41.818958,-74.236082
12405,168,48750,31.5,16.0,14,42.317909,-74.085995
12406,457,42153,43.3,17.7,46,42.084724,-74.524954
12407,95,37031,18.0,24.1,20,42.317638,-74.358152
12409,313,88906,13.4,42.1,46,42.040569,-74.181139
12410,256,58000,19.1,23.9,30,42.066096,-74.424732
12411,130,84474,11.5,42.7,12,41.876019,-74.044802
12412,259,65676,19.3,8.6,38,42.012732,-74.279585
12413,1038,38333,36.1,16.8,156,42.313984,-74.02216
12414,3919,41264,30.1,15.2,628,42.232019,-73.913867
12416,56,25769,35.7,38.1,10,42.10304,-74.281552
12417,172,79063,20.4,35.1,12,41.906422,-73.990723
12418,108,72727,16.7,15.7,10,42.358758,-74.16168
12419,277,51563,26.7,23.7,28,41.861119,-74.102017
12420,142,100938,0,56.2,6,41.672466,-74.371559
12421,159,53942,11.9,17.5,10,42.250045,-74.546159
12422,130,81000,13.1,44.9,12,42.391829,-74.213288
12423,421,43789,25.0,22.2,48,42.379218,-74.109746
12424,106,68750,16.0,39.4,6,42.247617,-74.115847
12427,136,92262,11,54.2,12,42.134238,-74.136736
12428,2572,46037,20.3,14.1,282,41.746872,-74.466183
12429,102,88750,0,62.3,22,41.833329,-73.985378
12430,535,52483,12.6,23.8,64,42.19548,-74.503394
12431,415,38605,36.6,14.0,42,42.362023,-74.023533
12432,201,52969,26.8,18.8,24,42.044379,-73.94443
12433,236,138134,16.6,57.2,18,42.000641,-74.156576
12434,306,31905,38.5,26.0,38,42.36364,-74.502385
12435,111,58958,7.2,48.6,18,41.7308,-74.51336
12436,78,-,0,88.6,40,42.195759,-74.077821
12438,18,-,0,117.2,14,42.204899,-74.601006
12439,125,41705,8.8,30.7,20,42.277817,-74.21039
12440,953,59250,25.1,27.0,92,41.781151,-74.172877
12441,12,-,0,115.6,14,42.134425,-74.509212
12442,411,35273,33.1,19.8,94,42.181895,-74.221715
12443,1597,85781,12.1,37.9,114,41.934991,-74.084925
12444,250,53750,20.0,20.5,18,42.264233,-74.29752
12446,1989,57328,16.5,23.5,176,41.809571,-74.326443
12448,235,109531,0,42.1,8,42.086646,-74.16066
12449,1184,44500,21.7,17.3,162,41.992378,-73.993774
12450,71,-,0,33,10,42.133247,-74.244279
12451,477,64963,14.8,30.8,36,42.304893,-73.948176
12452,116,29583,41.4,25.1,2,42.252385,-74.364938
12453,115,35755,0,22.7,14,42.093389,-73.936281
12454,107,70313,11.2,45.6,16,42.28697,-74.149542
12455,914,41736,32.4,15.1,136,42.140733,-74.659478
12456,213,46198,8.5,27.6,10,42.032705,-73.997133
12457,394,34583,48.7,8.6,46,42.044071,-74.252501
12458,927,52798,21.7,18.6,36,41.822918,-74.43208
12459,113,39213,24.8,26.3,4,42.240382,-74.678893
12460,113,25809,45.2,27.4,8,42.415615,-74.14759
12461,771,64120,20.0,34.2,60,41.904961,-74.267998
12463,571,72125,9.0,28.4,50,42.205466,-74.020403
12464,485,40256,32.2,23.1,64,42.026117,-74.356695
12465,113,57404,15.0,54,16,42.157153,-74.460016
12466,997,68893,11.8,28.9,110,41.904345,-73.979025
12468,455,48750,27.0,16.7,56,42.300462,-74.423763
12469,270,49500,11.9,28.3,16,42.448595,-74.246097
12470,147,47375,31.3,40.2,16,42.299624,-74.093387
12471,86,-,30.2,63.6,8,41.843871,-74.041344
12472,682,54318,25.6,19.5,126,41.84709,-74.079545
12473,418,75125,10,25.0,36,42.258166,-74.041007
12474,524,45486,22.3,12.1,78,42.323835,-74.582994
12475,127,-,34.6,42.9,14,42.015237,-74.015432
12477,7410,58478,20.9,22.6,932,42.092591,-73.98811
12480,303,68472,28.0,23.2,26,42.135381,-74.391274
12481,576,56053,24.7,22.8,94,41.987348,-74.228435
12482,207,41220,8.2,16.4,32,42.268143,-73.955446
12483,175,-,34.3,22.0,6,41.672235,-74.421901
12484,1194,60517,14.0,29.0,206,41.86194,-74.176524
12485,580,54918,18.3,16.0,106,42.205023,-74.144201
12486,595,93011,7.5,41.4,36,41.832417,-74.063984
12487,1347,64699,15.1,24.1,78,41.869399,-73.998805
12489,134,78649,15.7,45.3,28,41.750485,-74.358293
12490,13,-,0,79,4,42.122854,-73.924476
12491,643,62868,35.2,25.0,98,41.965192,-74.141459
12492,132,50455,8.4,38.4,8,42.184925,-74.335763
12493,144,88173,20.1,18.7,24,41.785665,-73.974132
12494,322,65913,20.2,37.4,24,41.956598,-74.292894
12495,134,130750,6,48.5,48,42.084923,-74.24068
12496,604,57045,24.7,20.8,180,42.338036,-74.270087
12498,2414,72722,17.1,27.1,446,42.045663,-74.109618
12501,1047,64250,13.5,25.3,140,41.862964,-73.573517
12502,476,76034,14.5,28.5,112,42.086568,-73.664724
12503,265,65104,11.4,28.1,36,42.035959,-73.580146
12504,46,145833,0,62.0,16,42.035298,-73.913144
12507,75,73250,13.3,36.5,12,42.009241,-73.917141
12508,7013,73396,18.8,30.6,734,41.495996,-73.953632
12512,60,-,0,78.4,2,41.548499,-73.968402
12513,187,65660,19.8,33.6,62,42.219307,-73.720481
12514,1190,104621,8.5,42.4,90,41.877409,-73.764423
12515,566,55976,29.3,39.3,48,41.684774,-74.06484
12516,661,71435,18.2,24.7,86,42.109096,-73.561332
12517,216,44833,12.9,12.3,22,42.114296,-73.507454
12518,2439,76506,10.0,26.2,308,41.416157,-74.043064
12520,1073,102386,5.1,42.3,136,41.428017,-73.996195
12521,614,90046,12.6,28.1,58,42.171335,-73.650487
12522,1958,51799,17.3,20.3,176,41.719979,-73.598384
12523,698,75263,9.4,24.3,46,42.08687,-73.759509
12524,5945,79197,12.8,33.3,1178,41.528811,-73.888068
12525,1132,75167,7.2,37.4,206,41.691564,-74.188272
12526,1531,74744,13.7,31.2,186,42.122234,-73.858769
12527,0,-,0,0,14,41.519428,-73.935669
12528,4937,71857,15.3,28.5,654,41.722069,-74.009471
12529,1101,59375,12.5,21.1,128,42.195932,-73.543215
12530,89,-,55.1,27.9,6,42.207459,-73.687752
12531,1076,81860,11.6,38.1,152,41.540534,-73.671592
12533,8786,101762,9.0,37.6,1104,41.559772,-73.787099
12534,7726,46508,25.4,14.4,1270,42.217345,-73.752256
12538,4946,73621,14.9,29.7,568,41.79223,-73.893767
12540,2706,109444,7.1,42.4,904,41.671202,-73.724891
12542,2324,75000,15.7,29.9,238,41.613876,-74.015014
12543,1339,61563,20.1,27.3,56,41.49552,-74.173104
12545,1979,81219,16.4,31.9,366,41.78279,-73.669766
12546,1217,54931,18.8,17.8,248,41.948,-73.523572
12547,1004,78963,14.5,28.6,116,41.660687,-73.986567
12548,584,55703,22.2,28.6,64,41.657925,-74.101503
12549,3867,90792,13.1,41.5,616,41.528031,-74.259365
12550,18777,58534,22.6,23.7,12192,41.539574,-74.057223
12553,9294,73836,12.7,30.6,2780,41.455672,-74.074946
