zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,latitude,longitude
12561,6170,68340,21.5,27.9,1070,41.759307,-74.096058
12563,2238,88438,6.7,39.8,368,41.499189,-73.587226
12564,2763,84556,15.6,34.2,476,41.582614,-73.582577
12565,572,39891,36.1,5.5,152,42.247128,-73.647638
12566,3790,76148,18.7,35.1,908,41.633519,-74.319661
12567,1248,57727,18.1,22.7,184,41.986194,-73.642216
12569,4124,80050,13.6,31.3,460,41.734556,-73.792835
12570,2571,102835,4.4,37.9,194,41.626251,-73.675608
12571,3991,74142,14.5,29.0,608,42.003067,-73.809794
12572,3651,79628,15.3,27.4,772,41.924885,-73.863664
12574,93,-,0,39.2,24,41.917688,-73.945658
12575,764,101912,2.2,47.8,102,41.518882,-74.143347
12577,553,126442,3.8,59.1,76,41.42404,-74.122142
12578,846,102639,14.3,48.6,134,41.80912,-73.795854
12580,1504,75750,7.4,35.6,132,41.863647,-73.871536
12581,929,76750,8.0,35.5,288,41.901615,-73.700592
12582,1432,103771,7.4,44.5,154,41.544301,-73.738452
12583,830,74375,13.8,31.0,114,42.063367,-73.868652
12585,301,110114,17.3,52.5,42,41.726404,-73.69151
12586,4143,74350,12.4,32.6,480,41.562764,-74.170102
12589,4825,83143,12.3,34.6,892,41.623791,-74.158771
12590,12583,84295,10.5,33.8,5016,41.592556,-73.886853
12592,402,53906,15.5,29.9,46,41.802075,-73.578626
12594,1507,62953,25.1,32.2,152,41.684461,-73.557676
12601,15874,43802,31.1,17.5,5612,41.701921,-73.911519
12603,15642,80240,10.0,30.0,1882,41.675868,-73.864484
12604,6,-,0,100,12,41.688313,-73.892121
12701,4153,37767,33.2,12.8,878,41.650829,-74.699907
12719,506,56923,12.9,23.4,60,41.49825,-74.904285
12720,120,82560,10.8,37.7,32,41.645919,-74.907759
12721,1981,64801,12.6,33.2,186,41.581723,-74.422422
12722,78,73250,0,54.0,2,41.590634,-74.374304
12723,636,53600,12.9,17.5,126,41.770579,-75.071831
12724,155,64491,12.9,45.2,4,41.837621,-74.958711
12725,76,78333,18.4,29.1,14,41.983183,-74.570105
12726,513,67813,14.0,29.4,44,41.672112,-75.013568
12729,842,49091,28.7,22.0,46,41.475792,-74.623499
12732,348,40625,30.7,13.7,34,41.551487,-74.874606
12733,322,32188,37.0,13.6,56,41.724768,-74.617933
12734,358,73300,13.4,14.5,84,41.734585,-74.75046
12736,29,-,41.4,63.2,8,41.852843,-75.021754
12737,648,75488,14.8,26.0,52,41.501481,-74.798632
12738,159,61830,13.2,37.9,10,41.676246,-74.586211
12740,632,70608,12.3,26.2,62,41.938832,-74.434026
12741,120,57857,37.5,54.4,12,41.839141,-75.077725
12742,35,-,14.3,62.5,30,41.724328,-74.723518
12743,168,51635,25.6,25.0,8,41.548548,-74.831025
12745,84,59000,23.9,12.8,8,41.783433,-75.024648
12746,384,90690,2.3,31.1,16,41.442335,-74.656785
12747,621,64708,14.1,20.8,52,41.806385,-74.668212
12748,778,66500,18.8,25.4,104,41.774642,-74.922609
12749,195,52829,17.9,38.3,36,41.695183,-74.841082
12750,79,78125,0,40.9,10,41.727825,-74.965854
12751,299,50288,32.2,18.9,26,41.69573,-74.664485
12752,120,40000,16.7,15.1,24,41.680039,-74.99419
12754,2475,37485,37.9,12.9,446,41.798195,-74.736889
12758,1643,50388,23.9,19.2,158,41.940283,-74.739118
12759,619,27450,46.0,15.5,88,41.78173,-74.658853
12760,213,57560,30.5,18.5,18,41.903935,-75.107847
12762,224,38571,32.6,10.6,36,41.64796,-74.792011
12763,219,67734,19.6,17.0,34,41.676348,-74.522774
12764,737,46736,24.5,13.7,100,41.591553,-74.995556
12765,368,88553,9.3,45.8,18,41.852341,-74.621165
12766,142,68661,35.9,42.1,10,41.815208,-74.978854
12767,39,108250,15.4,99.4,4,41.838093,-74.994415
12768,338,64278,31.4,32.2,36,41.864443,-74.730022
12769,116,76250,7.8,47.5,4,41.657942,-74.467272
12770,109,70703,6.4,35.6,14,41.449118,-74.843117
12771,5389,52333,24.5,24.2,528,41.37438,-74.624279
12775,742,94643,8.7,45.3,116,41.613973,-74.59336
12776,907,53516,20.3,22.2,116,41.96339,-74.957793
12777,402,80500,12.7,33.0,30,41.561783,-74.709708
12778,262,-,11.1,55.1,12,41.642818,-74.817545
12779,635,37900,42.7,9.6,124,41.702466,-74.632195
12780,850,44412,31.4,20.1,50,41.440146,-74.72735
12781,53,-,20.8,56.1,2,41.619674,-74.466383
12783,493,66917,14.4,22.5,56,41.738633,-74.833724
12784,12,-,58.3,82.3,8,41.669877,-74.63824
12785,358,50750,20.2,28.7,14,41.532392,-74.561267
12786,220,49886,23.7,42.2,64,41.63871,-74.857609
12787,104,58214,17.3,29.3,20,41.795394,-74.845029
12788,748,58103,11.7,22.7,108,41.787539,-74.589314
12789,991,45250,28.0,18.9,106,41.704298,-74.570714
12790,1740,62391,15.7,25.6,138,41.592057,-74.517419
12791,236,77600,8.9,39.4,30,41.817275,-74.89287
12792,62,42813,0,50.5,14,41.51392,-74.95982
12801,6389,48901,26.5,17.4,1108,43.31116,-73.645286
12803,3581,60371,19.7,22.6,336,43.290078,-73.629363
12804,10729,70273,12.2,26.3,1650,43.340954,-73.685911
12808,199,62396,10.6,25.3,4,43.759975,-73.716367
12809,1418,50950,25.5,21.9,102,43.237078,-73.454506
12810,283,58304,13.0,15.1,8,43.491968,-73.985954
12811,18,-,83.3,67.2,4,43.605457,-74.02833
12812,37,71042,0,63.0,26,43.875794,-74.389767
12814,582,57857,26.8,18.1,190,43.631894,-73.632551
12815,440,63036,15.9,25.9,54,43.696176,-73.667724
12816,1994,53281,25.5,17.2,174,43.044405,-73.381941
12817,1028,61463,23.4,26.0,162,43.639585,-73.823628
12819,136,59643,14.7,17.5,4,43.59087,-73.468547
12821,141,-,22,31.1,6,43.453564,-73.415995
12822,2366,55263,20.7,20.4,182,43.228592,-73.922202
12823,151,-,35.8,51.7,8,43.179961,-73.409117
12824,496,64231,11.8,35.9,54,43.524756,-73.727177
12827,1435,62404,14.8,19.6,126,43.46389,-73.531368
12828,3579,50320,21.9,18.2,290,43.254759,-73.559347
12831,6488,82443,11.3,33.9,524,43.195329,-73.691811
12832,2698,41635,25.1,13.0,464,43.358467,-73.330271
12833,1715,80469,13.8,35.8,148,43.15,-73.840896
12834,2547,72523,15.0,30.9,720,43.094307,-73.500583
12835,1040,55893,18.2,15.4,58,43.332787,-74.006311
12836,319,58281,16.6,24.7,34,43.712347,-73.605597
12837,317,60573,12.3,32.1,8,43.476445,-73.255601
12838,225,59044,9.8,37.9,18,43.329056,-73.405062
12839,5135,47407,22.2,13.8,484,43.354486,-73.553953
12841,67,55208,23.9,11.1,10,43.606007,-73.533013
12842,230,55813,21.4,23.1,84,43.738348,-74.36703
12843,162,32177,20.4,16.5,22,43.565104,-73.972748
12844,99,60469,25.3,35.8,12,43.489396,-73.621194
12845,1996,67278,18.6,25.3,1572,43.424048,-73.71274
12846,1290,53676,13.2,17.6,116,43.345981,-73.789717
12847,101,55694,22.7,24.6,60,44.008384,-74.609231
12849,146,66635,0,30.8,32,43.449567,-73.29832
12850,1248,76316,14.9,30.8,72,43.102616,-73.981441
12851,135,39792,33.3,10.8,28,43.841891,-74.034467
12852,224,46500,22.3,30.8,40,43.935796,-74.167522
12853,661,38813,28.8,15.0,102,43.657553,-74.064185
12855,116,45000,28.4,30.3,8,44.02701,-73.758053
12856,50,-,12,68.3,16,43.66594,-74.142961
12857,199,56875,14.5,24.0,22,43.819563,-73.89062
12858,41,72188,34.1,54.3,10,43.908933,-73.67578
12859,861,66250,13.2,33.5,40,43.171875,-73.920872
12860,259,65286,17.4,18.7,34,43.744594,-73.860967
12861,296,54333,19.3,18.3,10,43.746887,-73.417527
12862,6,-,0,100,6,43.685405,-73.910321
12863,275,116125,6.5,63.2,16,43.060363,-73.931906
12864,26,-,38.5,55.9,6,43.727365,-74.305388
12865,1608,60172,25.6,15.2,104,43.214159,-73.347451
12866,17005,77977,15.3,29.9,3052,43.073715,-73.740236
12870,491,48542,21.3,22.6,128,43.830056,-73.761222
12871,1651,68493,12.6,25.3,146,43.088569,-73.612965
12872,17,29625,0,69.1,4,43.874656,-73.734418
12873,345,47917,27.0,14.8,14,43.117451,-73.311646
12874,87,71458,9.2,31.1,16,43.690561,-73.549743
12878,280,51389,20.7,12.2,10,43.415025,-74.02745
12883,2055,48750,24.4,18.1,276,43.83636,-73.553222
12884,166,43750,17.5,28.5,8,43.088396,-73.591291
12885,1829,48264,29.2,17.1,236,43.524469,-73.806596
12886,86,98571,31.4,74.0,10,43.673098,-73.93589
12887,1946,44677,27.3,16.5,140,43.53676,-73.365798
12901,13086,48563,24.4,17.0,2204,44.703651,-73.472669
12903,597,57625,7.5,14.6,102,44.680187,-73.444738
12910,606,45444,23.8,15.8,30,44.857044,-73.607875
12911,4,-,0,200,4,44.521514,-73.460881
12912,866,57819,18.5,23.2,80,44.480941,-73.772482
12913,540,57813,16.0,23.6,30,44.430097,-74.002212
12914,353,50938,30.9,18.2,6,44.927419,-74.602942
12916,804,62549,24.8,19.6,34,44.838194,-74.524672
12917,587,52171,27.8,16.0,36,44.927638,-74.17891
12918,890,61886,10.1,31.3,32,44.700736,-73.676657
12919,1274,35641,32.1,13.9,258,44.964539,-73.447083
12920,1016,55615,29.4,19.5,132,44.882767,-74.066008
12921,961,74668,9.5,29.7,86,44.888628,-73.441064
12922,20,-,20,73.7,6,44.286614,-74.702114
12923,256,41667,31.6,18.0,22,44.960319,-73.939419
12924,54,-,0,53.6,4,44.480467,-73.581081
12926,906,47857,27.0,15.5,42,44.950821,-74.329
12927,103,35625,35.9,14.5,12,44.20725,-74.809746
12928,741,52878,20.0,15.1,60,43.963837,-73.583249
12929,292,46500,17.8,18.4,40,44.720027,-73.719234
12930,285,48750,19.7,24.4,10,44.720458,-74.543229
12932,559,47950,20.3,18.3,114,44.214405,-73.608948
12933,15,-,0,93.6,10,44.890994,-73.845341
12934,395,43036,33.7,15.1,12,44.875376,-73.873665
12935,649,49563,22.0,17.3,38,44.844657,-73.796933
12936,208,64167,19.8,27.3,34,44.285062,-73.40145
12937,711,44609,27.2,14.3,46,44.955224,-74.488146
12939,106,56389,5.6,20.5,6,44.432867,-74.160794
12941,531,65099,7.3,19.6,50,44.347329,-73.702866
12942,387,56528,6.2,29.9,50,44.232492,-73.826827
12943,166,41667,37.3,27.3,60,44.122772,-73.8835
12944,1676,48000,23.1,13.8,192,44.433107,-73.533246
12945,209,62303,28.3,33.4,30,44.309091,-74.24044
12946,2003,60801,17.7,24.3,708,44.206559,-74.046058
12950,316,68750,12.0,22.0,40,44.318369,-73.581246
12952,222,32222,42.8,23.4,8,44.70832,-73.90566
12953,4820,49561,30.0,14.5,1376,44.745352,-74.260037
12955,156,62000,15.4,16.0,14,44.80665,-73.970421
12956,373,57188,23.6,23.0,22,44.097612,-73.481333
12957,723,39006,39.8,11.3,44,44.848324,-74.574605
12958,997,50625,22.3,27.4,48,44.960295,-73.571184
12959,637,37601,31.4,18.6,20,44.952351,-73.719912
12960,431,79622,8.6,34.6,22,44.015756,-73.572348
12961,148,28980,30.4,18.2,4,44.057111,-73.549539
12962,2402,71033,14.2,25.0,114,44.701391,-73.605439
12964,37,158438,10.8,71.0,4,44.125919,-73.626721
12965,180,41375,14.4,15.4,18,44.703456,-74.685289
12966,1070,47500,29.5,11.7,52,44.798893,-74.418686
12967,423,43950,29.3,10.0,52,44.774921,-74.657566
12969,233,41058,23.6,20.3,4,44.710897,-74.09815
12970,142,54167,15.4,33.7,32,44.478136,-74.307514
12972,2178,67794,13.4,21.8,172,44.554081,-73.569296
12973,48,61071,18.8,49.5,2,44.287677,-74.594706
12974,660,51389,28.7,19.7,102,44.060043,-73.464841
12975,145,-,31.1,36.5,4,44.529091,-73.430536
12976,102,68750,11.7,57.5,8,44.503733,-74.230251
12977,36,-,0,47.5,32,44.277015,-74.072971
12978,144,-,54.1,28.4,8,44.61636,-73.80871
12979,978,57727,25.2,18.3,110,44.991657,-73.373374
12980,530,41477,37.7,12.7,26,44.563851,-74.524079
12981,982,64167,30.7,24.8,36,44.627099,-73.845851
12983,3384,55365,20.4,19.2,546,44.2886,-74.183878
12985,569,41312,28.6,21.6,26,44.560709,-73.738967
12986,2524,54861,14.6,18.9,282,44.226011,-74.480931
12987,130,32500,31.5,35.8,8,44.320841,-73.75346
12989,434,66167,15.6,31.5,18,44.520103,-74.069774
12992,2097,51433,23.5,16.9,112,44.817751,-73.516729
12993,670,47727,18.7,16.5,98,44.211345,-73.476221
12996,926,63750,20.6,13.7,96,44.355266,-73.448055
12997,538,58229,16.9,22.2,76,44.372798,-73.892043
13020,74,56750,0,33.4,4,42.816424,-76.074504
13021,16895,48869,24.7,17.9,4136,42.922279,-76.558539
13024,0,-,0,0,6,42.934596,-76.574232
13026,589,62188,14.6,20.3,136,42.744043,-76.652266
13027,13683,72908,13.9,29.0,2008,43.166437,-76.364345
13028,554,57500,15.9,29.1,46,43.305204,-75.945282
13029,2842,70443,13.6,31.5,264,43.225942,-76.151343
13030,1456,62625,14.0,22.4,112,43.152233,-75.962695
13031,6350,72334,12.8,28.5,674,43.045039,-76.309513
13032,4786,57078,17.6,19,900,43.081617,-75.766018
13033,1388,60000,15.2,24.6,124,43.188494,-76.562626
13034,768,65625,12.7,26.9,32,42.920255,-76.731363
13035,3194,73750,16.2,28.7,450,42.940849,-75.830103
13036,3533,53358,19.4,19.0,360,43.309256,-76.166775
13037,3376,71098,14.9,30.1,314,43.067797,-75.854933
13039,6641,88233,11.6,35.5,930,43.172142,-76.056249
13040,1027,49155,21.3,16.1,66,42.559649,-75.930761
13041,4214,83774,9.4,37.8,344,43.192089,-76.192302
13042,979,51855,26.4,13.1,44,43.26045,-75.85258
13044,969,59583,8.2,18.5,74,43.291249,-75.996241
13045,10738,50042,24.9,16.1,2968,42.573849,-76.202145
13052,597,54375,20.5,18.8,52,42.71231,-75.865194
13053,1798,66136,18.0,27.9,218,42.479575,-76.267918
13054,500,65714,23.4,27.0,32,43.169352,-75.666823
13057,6113,58788,17.8,19.9,2006,43.101955,-76.037919
13060,1131,69107,16.1,24.0,128,43.022862,-76.411872
13061,434,68889,11.0,23.3,22,42.871851,-75.762082
13063,640,82500,6.5,41.3,48,42.847849,-75.977961
13064,34,-,26.5,37.1,46,43.328996,-76.711915
13066,5165,84193,7.8,29.3,792,43.032481,-76.000675
13068,2204,61761,18.0,18.9,146,42.492411,-76.359185
13069,9262,46300,24.0,13.7,896,43.329276,-76.380655
13071,353,61607,18.4,25.5,48,42.675114,-76.542579
13072,250,53000,20.8,13.7,16,42.76221,-75.763989
13073,2656,58125,18.3,20.2,190,42.58367,-76.387923
13074,1573,54347,22.5,13.2,114,43.310917,-76.549843
13076,930,54855,14.0,29.3,56,43.353715,-76.149309
13077,2615,60337,15.1,21.6,436,42.727973,-76.211042
13078,3768,87596,12.1,32.6,306,42.958398,-76.061101
13080,1363,56226,21.3,25.6,106,43.09321,-76.485258
13081,446,74250,11.9,32.5,40,42.673617,-76.627152
13082,1763,72131,15.3,27.4,76,43.10273,-75.959888
13083,705,63450,23.3,22.2,62,43.645775,-75.98168
13084,1645,63438,19.5,25.4,188,42.881106,-76.124074
13087,78,147907,12.8,101.4,8,42.708597,-76.15405
13088,10282,54647,18.9,18.8,1252,43.112004,-76.189613
13090,12021,71952,14.1,26.8,2172,43.153084,-76.212402
13092,973,66838,12.7,21.8,66,42.654563,-76.419295
13101,909,63381,15.1,15.3,54,42.589192,-76.056073
13102,10,-,0,90.1,10,42.550304,-76.292002
13103,128,67632,42.3,47.3,6,43.32576,-76.109545
13104,5994,105000,10.6,36.2,652,42.96303,-75.948439
13108,2436,74490,13.3,31.1,256,42.964845,-76.331113
13110,949,77431,11.7,32.2,56,42.895398,-76.280364
13111,617,46685,29.5,14.9,38,43.258488,-76.614264
13112,698,58500,2.9,19.5,40,43.106266,-76.417239
13113,89,71094,4.4,51.5,8,43.16265,-76.538623
13114,2463,59590,19.6,22.7,388,43.465706,-76.244786
13115,96,50909,20.8,42.0,14,43.398646,-76.478779
13116,1368,58116,7.4,20.4,80,43.074797,-76.007947
13117,97,47417,20.6,47.8,18,43.009299,-76.707508
13118,2130,54901,20.0,18.0,202,42.755585,-76.387278
13120,803,65091,15.2,30.3,66,42.933186,-76.175147
13122,452,78235,22.6,22.6,60,42.837754,-75.86152
13123,101,55825,0,40.2,6,43.233564,-75.769068
13124,39,46250,10.2,55.8,6,42.661074,-75.823604
13126,13550,50104,24.7,18.3,2844,43.438798,-76.457454
13131,1403,56505,18.0,16.3,236,43.423243,-76.091802
13132,1490,60185,17.0,26.4,40,43.271918,-76.251052
13135,2598,52545,20.6,20.9,256,43.253687,-76.314375
13136,186,42045,26.4,8.1,6,42.614098,-75.844788
13138,0,-,0,0,20,42.899087,-76.014634
13140,1793,53598,16.9,14.5,114,43.060381,-76.650274
13141,250,51154,13.2,37.7,26,42.752495,-76.185697
13142,2450,46161,21.4,18.3,378,43.556184,-76.138199
13143,1058,52645,19.1,8.6,72,43.235788,-76.714793
13144,641,46635,19.2,16.0,44,43.568755,-75.977019
13145,765,51028,20.3,14.4,50,43.646742,-76.116311
13146,822,49722,15.2,11.1,80,43.085645,-76.750191
13147,490,54792,21.1,21.9,18,42.775406,-76.569608
13148,4495,52331,24.8,19.6,900,42.913372,-76.78526
13152,3566,85556,14.6,29.3,1028,42.890839,-76.37262
13153,155,43750,6.5,20.7,32,42.996557,-76.453627
13155,291,51750,23.6,16.0,12,42.674546,-75.776726
13156,866,58333,18.4,19.9,38,43.32599,-76.661306
13157,282,41250,22,21.1,50,43.206652,-75.721431
13158,619,50865,19.7,20.2,34,42.696935,-75.951068
13159,1957,71659,13.6,30.1,236,42.802964,-76.111618
13160,776,64405,18.4,24.7,78,42.827598,-76.648904
13162,140,-,0,34.1,18,43.185045,-75.714741
13163,147,57917,29.2,22.5,38,43.080122,-75.710933
13164,808,77083,16.1,36.1,80,43.096855,-76.31264
13165,4426,51379,22.5,15.4,590,42.916639,-76.883297
13166,2169,60201,17.5,23.3,206,43.078935,-76.565379
13167,1310,51154,17.6,22.7,100,43.326421,-76.06026
13202,2432,15000,63.4,9.1,7016,43.043782,-76.150638
13203,7136,34086,39.8,9.2,618,43.061111,-76.134924
13204,7920,31735,40.9,8.9,2648,43.050817,-76.177473
13205,7265,30604,43.3,8.4,470,43.005276,-76.14203
13206,7753,39911,27.9,11.6,1176,43.073465,-76.105806
13207,5190,50464,25.1,14.4,180,43.012813,-76.163317
13208,8502,35673,35.0,10.6,828,43.078768,-76.14523
13209,5676,53054,18.2,14.2,572,43.068502,-76.224251
13210,8069,27690,48.7,10.1,4048,43.031057,-76.127249
13211,2610,45828,24.4,9.1,414,43.103572,-76.119484
13212,8599,54610,19.1,17.3,7620,43.129697,-76.130154
13214,2961,72841,14.2,28.9,818,43.038709,-76.075591
13215,5449,90345,7.9,37.4,406,42.980793,-76.223386
13219,6371,59485,16.4,21.4,672,43.041266,-76.224195
13224,3535,53021,22.7,20.5,350,43.037162,-76.1029
13290,0,-,0,0,264,43.069136,-76.173017
13301,42,76250,21.4,65.4,12,43.41605,-75.218175
13302,633,49076,23.2,12.6,26,43.498155,-75.965146
13303,482,66042,10.6,35.3,10,43.367414,-75.468212
13304,646,75769,16.1,36.5,130,43.24388,-75.160287
13305,128,47200,0,37.9,28,43.892289,-75.421171
13308,1204,49000,26.6,15.5,132,43.251266,-75.657668
13309,2279,53915,24.2,19.7,278,43.452005,-75.355443
13310,197,45804,35.5,20.7,38,42.88962,-75.571545
13312,187,49583,10.1,22.8,10,43.691839,-75.204374
13313,192,40000,33.4,7.3,20,42.880221,-75.272902
13314,170,41711,13.6,19.6,16,42.816533,-75.319104
13315,524,56923,14.9,19.6,40,42.744144,-75.143611
13316,2585,50038,24.1,18.8,242,43.418917,-75.73974
13317,1518,49609,24.9,16.1,116,42.854101,-74.590839
13318,462,64274,7.7,29.7,20,42.921536,-75.260063
13319,292,36600,21.6,14.6,48,43.026436,-75.266925
13320,858,58182,21.2,18.5,78,42.777805,-74.740798
13321,516,40694,24.9,8.1,22,43.087966,-75.370836
13322,432,55938,25.7,11.8,42,42.954345,-75.201657
13323,4152,61381,17.3,24.1,494,43.039981,-75.379353
13324,903,43477,27.4,17.4,32,43.320612,-74.961628
13325,416,50263,16.1,15.3,38,43.576282,-75.527857
13326,2434,61204,17.7,22.6,432,42.722511,-74.895371
13327,744,47679,30.8,15.3,106,43.972929,-75.262309
13328,555,61932,20.3,24.9,38,42.985096,-75.429027
13329,1647,43810,25.2,14.1,124,43.107462,-74.708431
13331,87,45250,24.1,30.7,36,43.866299,-74.880901
13332,1015,50262,22.2,14.4,72,42.764159,-75.581736
13333,17,33750,29.4,69.1,4,42.836995,-74.818644
13334,406,62500,12.5,44.7,16,42.827039,-75.656427
13335,574,59306,12.7,21.6,68,42.70226,-75.248224
13337,328,69286,27.4,18.0,48,42.757804,-74.999545
13338,556,50652,23.2,14.3,40,43.528032,-74.987121
13339,2442,45300,27.8,12.7,184,42.936895,-74.658658
13340,3203,53831,20.1,13.9,248,43.061642,-75.12857
13341,53,112891,0,116.5,4,43.036086,-75.396891
13342,108,70000,0,49.9,6,42.654143,-75.195234
13343,720,59306,13.5,17.3,40,43.751239,-75.3115
13345,69,93173,27.5,38.0,4,43.687108,-75.321254
13346,1742,75690,19.9,30.4,312,42.818442,-75.544331
13348,541,52235,10.1,26.7,50,42.709982,-75.066926
13350,4189,46176,28.1,13.3,526,43.061009,-75.000439
13352,38,-,71.1,46.2,2,43.313337,-75.116208
13353,9,35625,44.4,95,4,43.447279,-74.694629
13354,1349,78618,8.8,28.1,88,43.265093,-75.268497
13355,300,58611,14.0,28.5,18,42.809841,-75.430434
13357,4298,46283,25.0,17.2,492,42.971061,-75.081209
13360,41,54375,14.7,15.4,64,43.722272,-74.714466
13361,297,63125,10.8,15.2,16,42.904352,-74.86756
13362,75,-,29.3,28,6,42.982178,-75.522003
13363,886,59840,8.3,21.2,36,43.324528,-75.513109
13364,63,31650,17.4,35.6,4,42.804977,-75.261071
13365,3243,50183,26.0,15.0,272,43.125689,-74.853291
13367,3086,57679,18.7,22.8,464,43.684818,-75.761168
13368,481,46920,16.0,14.5,66,43.638483,-75.286787
13402,789,52241,21.9,12.2,96,42.892429,-75.500629
13403,1713,80568,6.0,31.0,270,43.164533,-75.267645
13404,77,41250,37.7,41.5,10,43.736385,-75.471758
13406,282,50700,27.0,22.3,20,43.134514,-74.924889
13407,2129,48125,25.2,11.8,134,42.968801,-74.950576
13408,952,52162,17.8,12.7,124,42.922949,-75.676749
13409,938,51923,16.3,17.7,60,42.976475,-75.595112
13410,101,56250,18.8,40.2,26,42.931043,-74.612591
13411,1337,46286,26.9,14.5,96,42.633789,-75.306457
13413,6564,68731,14.8,26.2,2804,43.060413,-75.279398
13416,915,53309,22.9,21.8,64,43.187371,-74.970659
13417,1650,37427,25.0,11.7,156,43.100942,-75.29381
13418,100,58750,19,45.5,2,42.845704,-75.38046
13420,528,53938,9.7,17.5,226,43.718215,-74.983716
13421,5516,46466,27.8,18.4,698,43.061915,-75.660092
13424,940,54063,25.0,19.9,144,43.152367,-75.365215
13425,880,48000,22.3,15.3,48,42.964793,-75.48706
13428,639,40625,40.9,12.3,90,42.915086,-74.546249
13431,676,54091,15.9,28.4,80,43.209081,-75.073326
13433,675,46314,23.3,14.8,38,43.594911,-75.248869
13435,110,58000,6.3,17.7,16,43.304981,-75.150772
13436,30,56250,23.3,78.7,22,43.811023,-74.666228
13437,172,50833,20.4,14.7,14,43.580319,-75.803835
