intensity,latitude,longitude
529,41.633712,-73.288916
414,41.649454,-73.323557
504,41.866034,-73.342084
0,41.111223,-73.42086
728,40.828102,-74.276226
936,40.838144,-74.055077
926,40.554147,-74.25306
222,40.719081,-74.032615
747,41.242216,-74.486108
994,41.035529,-74.449126
858,41.075676,-74.602012
0,41.10447,-74.163363
1052,40.916327,-74.171643
848,40.857844,-74.048569
47,40.853503,-74.060109
563,40.968782,-73.916896
1127,40.961713,-73.997437
0,40.315784,-74.039773
593,40.243948,-74.010475
911,40.191418,-74.015105
1119,40.438095,-74.231391
306,40.249701,-73.997458
38,40.931361,-74.811743
263,41.138775,-74.708337
41,40.892819,-75.069436
45,40.942135,-74.512095
13,40.96594,-74.877068
571,40.889346,-74.623879
17,41.231436,-74.846827
690,40.793806,-74.898347
15,40.80398,-74.819651
272,40.872517,-74.473827
77,40.871452,-74.888891
6,41.120816,-74.890305
7,40.801262,-74.570122
1084,40.690465,-74.662245
574,40.722434,-74.674902
126,40.736004,-74.445887
0,40.667382,-74.553908
1143,40.677709,-74.508538
0,40.78062,-74.432741
51,40.808084,-74.572929
228,40.72806,-74.479344
193,40.705193,-74.67008
224,40.700644,-74.730118
863,40.680423,-74.488915
330,39.54788,-75.346384
201,39.753907,-74.105155
12,39.972767,-74.712927
206,39.815906,-75.348335
351,39.777295,-74.534218
892,39.797263,-75.225267
171,39.686699,-75.496274
771,39.832872,-74.967175
29,39.470004,-75.490291
28,39.685659,-75.277309
300,40.038525,-74.684101
61,40.015388,-74.662288
1129,39.867201,-75.02977
891,39.79887,-75.205365
1093,39.867297,-75.185621
0,39.961932,-74.640293
603,39.739193,-75.411406
126,39.544308,-75.418704
73,40.009546,-74.86682
0,39.716166,-75.16344
41,39.649298,-74.858006
1141,39.81329,-75.15065
800,39.095265,-74.731415
113,38.933446,-74.953895
0,39.574192,-74.719915
192,39.606129,-74.466637
0,39.488059,-74.533973
379,39.534798,-74.476099
1009,39.151013,-74.696319
51,39.180965,-74.765806
485,39.052267,-74.783628
103,39.195541,-74.656952
573,39.531437,-74.89681
648,39.327866,-75.204035
108,39.221854,-74.940368
79,39.269532,-74.949689
456,39.400688,-74.829634
415,39.370409,-74.810816
0,39.38508,-75.1606
130,39.223596,-75.143169
316,39.396273,-75.367551
76,39.214626,-74.996612
541,39.537676,-74.92827
84,39.251531,-74.962812
443,39.578361,-75.058737
55,39.275992,-75.007675
341,39.438634,-74.883784
988,39.525424,-74.95302
315,39.282427,-75.160409
193,39.568265,-74.849166
67,39.309933,-74.971365
851,39.273865,-75.071307
378,39.493001,-74.89182
224,39.475732,-75.12798
175,39.462418,-75.29244
528,39.318497,-74.542405
319,40.042379,-74.557037
66,40.387108,-74.618915
230,40.400347,-74.638922
278,40.218286,-74.470792
65,40.251205,-74.581392
493,40.219297,-74.76777
891,40.004416,-74.591269
248,40.135366,-74.09805
622,39.941804,-74.143842
876,40.023715,-74.320874
536,40.022724,-74.05904
764,39.929146,-74.137504
957,39.937631,-74.169158
1191,39.842467,-74.093447
983,40.646656,-75.09576
43,40.73213,-75.049029
105,40.520045,-74.685662
869,40.378417,-74.423384
1025,40.517205,-74.306764
63,40.682681,-74.737038
542,40.521306,-74.794882
0,40.539047,-74.575409
0,40.758236,-73.978833
0,40.76078,-73.97767
0,40.754499,-73.982256
0,40.759114,-73.977596
0,40.759167,-73.979668
0,40.810852,-73.963744
0,40.75031,-73.992979
0,40.758404,-73.972031
0,40.763622,-73.972439
0,40.757779,-73.972487
655,40.769308,-73.949924
0,40.752131,-73.978722
0,40.754648,-73.974771
0,40.751448,-73.977103
0,40.754391,-73.976098
0,40.752625,-73.975877
0,40.755899,-73.973858
0,40.755273,-73.974315
0,40.754131,-73.979364
0,40.751441,-73.975003
0,40.755139,-73.975934
0,40.751383,-73.997152
0,40.708236,-74.010541
0,40.715138,-74.003717
0,40.712626,-74.008669
0,40.605231,-74.179534
403,41.295608,-73.75849
95,41.026556,-73.87531
297,41.342093,-73.745447
759,41.26317,-73.94496
139,41.298243,-73.861993
425,41.266143,-73.588296
97,41.352349,-73.652788
650,41.288102,-73.668835
251,41.321183,-73.769878
216,41.335169,-73.793919
629,41.33974,-73.882349
0,41.178591,-73.83545
480,41.19557,-73.801089
790,41.038225,-73.710736
276,41.320276,-73.678991
1078,41.336623,-73.820007
486,41.255981,-73.959468
353,41.293021,-73.596568
25,41.28157,-74.137957
0,41.319158,-74.008159
131,41.417717,-74.200026
30,41.545359,-74.359321
583,41.319679,-74.117639
455,41.525959,-74.387618
592,41.33276,-73.996452
325,41.148792,-74.162522
35,41.48216,-74.464285
215,41.368021,-74.512999
