intensity,latitude,longitude
433,43.782477,-72.423363
108,43.677358,-72.518066
232,43.851617,-72.343298
58,43.561557,-72.546333
223,43.898745,-72.372069
455,43.845279,-72.285782
1532,43.630762,-72.570402
432,43.231362,-72.791008
173,43.233343,-72.938985
239,43.321441,-72.802903
254,43.245762,-73.002071
83,43.152272,-73.061422
1947,43.137652,-73.022415
200,42.820569,-73.274398
363,42.808047,-73.076277
92,43.000119,-72.946971
23,42.93522,-72.659896
8605,44.444866,-73.173468
0,44.473735,-73.19561
28,44.494527,-73.16527
1466,44.309955,-73.220978
6548,44.541259,-73.184415
8730,44.538624,-73.050223
418,44.801687,-72.967393
495,44.221416,-73.264595
1836,44.332701,-73.087409
765,44.312539,-72.952108
2118,44.464175,-72.951057
563,44.241936,-73.194663
423,44.835081,-73.225658
1755,44.416769,-72.962422
0,44.772921,-73.205391
3215,44.380662,-73.211006
731,44.642247,-73.30774
2993,44.921329,-73.125393
1268,44.567666,-72.902781
661,44.607422,-73.003642
4087,44.429166,-73.09631
34,44.535509,-72.52672
768,44.253995,-72.734479
2066,44.491806,-72.712611
1144,44.198969,-72.840833
764,44.112526,-72.87403
2078,44.326361,-72.784972
895,44.4083,-72.709972
297,43.619033,-73.013392
25,43.971751,-73.105275
247,43.419653,-72.910801
346,43.657594,-72.784406
3728,43.997783,-73.178295
453,44.311345,-72.114854
219,44.709849,-72.246956
7125,41.787159,-72.852046
8605,41.84493,-72.740951
3363,41.749079,-72.948657
2698,41.901899,-72.547432
4048,41.857509,-72.902766
0,41.834617,-72.928722
505,41.612592,-72.720093
2117,41.929719,-72.745378
552,42.00493,-72.9157
6808,41.914149,-72.445568
645,41.955257,-73.316785
7243,41.731051,-72.857096
11410,41.707463,-72.538932
3098,41.960563,-72.804593
7702,41.605451,-72.778497
869,41.952698,-73.458626
1928,41.764589,-72.437575
2410,41.841053,-72.998664
673,41.969922,-73.178483
0,41.957029,-72.942485
781,42.014741,-72.85926
1168,41.925197,-72.971286
294,41.974681,-73.007663
8547,41.656624,-72.661779
659,42.007238,-73.422228
1116,41.860763,-73.449215
5750,41.875975,-72.809769
3401,41.992633,-72.453725
2168,41.664443,-72.555035
9691,41.83809,-72.577836
5036,41.984442,-72.263453
3794,41.991585,-72.651762
572,41.902524,-72.773373
5092,41.883019,-72.358869
2938,41.7489,-72.889435
1299,41.835348,-72.824272
410,41.946484,-72.863185
46,42.026452,-72.980213
1451,41.873452,-72.860524
1133,42.013241,-72.717313
10876,41.871037,-72.675082
1199,41.767208,-72.674257
7292,41.752304,-72.758098
10778,41.702484,-72.669301
12519,41.686993,-72.730839
5497,41.78516,-72.763564
6646,41.763421,-72.727208
0,41.766607,-72.691149
1281,41.632936,-72.367347
1217,41.732982,-72.374658
2114,41.693707,-72.305671
4710,41.780212,-72.343758
484,41.89559,-72.093304
2153,41.688585,-72.408671
2703,41.632955,-72.24009
1865,41.772955,-72.198446
723,41.621212,-72.142609
1759,41.871502,-71.987646
28,41.69421,-72.100366
3561,41.800444,-72.24803
1578,41.958388,-71.84392
1812,41.897123,-72.171427
2366,41.897267,-72.251848
2675,41.973476,-72.014137
1847,41.69396,-72.009118
201,41.731216,-71.902335
2578,41.386032,-72.229092
2473,41.434707,-72.058533
22,41.580577,-72.195867
3072,41.441939,-71.990545
5466,41.364965,-71.976098
4868,41.327149,-72.215344
2076,41.470969,-71.872525
1855,41.518652,-72.006597
2695,41.466982,-72.189275
4202,41.362386,-72.323754
1525,41.406338,-72.123236
106,41.29406,-72.25395
2423,41.383211,-71.908408
3732,41.363472,-71.853197
6407,41.36173,-72.156576
10,41.564183,-72.129164
77,41.280247,-71.946653
2419,41.443685,-73.051925
12188,41.285097,-72.793518
224,41.351081,-72.420167
10199,41.511827,-72.903617
1777,41.411728,-72.487146
5325,41.29561,-72.529125
6137,41.550291,-72.348616
5769,41.616609,-72.66156
1922,41.367819,-72.477442
2411,41.374419,-72.578328
1653,41.489351,-72.25838
2664,41.468922,-72.684525
2217,41.456609,-72.391351
4953,41.560603,-72.502329
1625,41.351136,-72.397164
8582,41.331777,-72.696816
997,41.455968,-72.504214
2035,41.467705,-72.582163
1179,41.342069,-72.43407
6749,41.344479,-72.624543
2312,41.636439,-72.454002
1224,41.514163,-72.717844
123,41.51669,-72.553751
19187,41.548611,-72.656784
16013,41.21892,-73.052454
5621,41.239865,-73.075394
6865,41.339236,-73.222828
5896,41.395083,-73.317663
3078,41.332115,-72.781015
2436,41.382766,-72.775194
8673,41.381465,-72.856371
4255,41.299897,-72.382734
4959,41.284951,-73.024637
4463,41.443752,-73.147943
3951,41.57473,-72.911945
3930,41.598834,-72.589071
487,41.536737,-72.697938
3853,41.409,-73.24263
6146,41.385465,-73.083638
15961,41.304577,-73.139215
7756,41.47598,-73.229692
12718,41.614169,-72.869926
18458,41.458657,-72.804516
2882,41.303695,-72.478017
1558,41.306502,-72.926013
10007,41.376803,-72.942752
6732,41.328039,-72.97084
6170,41.34944,-72.907149
6667,41.430879,-72.91199
2007,41.422964,-72.994187
2876,41.363538,-73.003892
12383,41.267861,-73.213691
2762,41.264945,-73.300479
12906,41.232466,-73.129873
3311,41.499247,-72.975634
5758,41.594792,-72.968514
541,41.723731,-73.268144
1282,41.635759,-73.211422
736,41.520294,-73.361093
696,41.775423,-73.362996
331,41.650558,-73.479353
1033,41.849537,-73.234002
865,41.743606,-73.459799
148,41.673734,-73.245748
2430,41.75364,-73.212028
2693,41.530545,-73.121576
752,41.694323,-73.209998
11804,41.488428,-73.053383
9912,41.601266,-73.422807
638,41.691307,-73.334403
645,41.713491,-73.111911
823,41.642653,-73.041508
920,41.55553,-73.296024
1437,41.576035,-73.491717
249,41.674388,-73.493966
1990,41.761345,-73.060443
414,41.649454,-73.323557
5082,41.623892,-73.126195
504,41.866034,-73.342084
4045,41.561632,-73.206096
7122,41.369778,-73.389503
6133,41.469885,-73.393667
11215,41.422581,-73.478352
4869,41.480318,-73.486863
11507,41.173039,-73.280818
7186,41.196583,-73.243254
7287,41.127423,-73.445264
10521,41.138233,-73.401526
3242,41.08424,-73.394991
0,41.111223,-73.42086
9104,41.320253,-73.498745
3460,41.305415,-73.392584
3892,41.053591,-73.53817
25598,41.059347,-73.544384
7551,41.08837,-73.542914
3388,41.071023,-73.522621
3219,41.100918,-73.520517
5020,40.583961,-74.269704
17657,40.809141,-74.187142
2517,40.882508,-74.304593
5550,40.932771,-74.417304
9579,40.851187,-74.282865
4480,40.858017,-74.229784
10577,40.822045,-73.987945
4542,40.848398,-74.160266
9912,40.869405,-74.173062
1843,40.831339,-74.135419
8501,40.65609,-74.303563
5411,40.82465,-73.973793
2531,40.641701,-74.385692
16658,40.85064,-73.971007
1789,40.651348,-74.32314
24812,40.745295,-74.032112
6088,40.786256,-74.12622
2800,40.678089,-74.288114
3436,40.87948,-74.380104
3696,40.927501,-74.308334
9931,40.785828,-74.3291
8149,40.730785,-74.268919
2561,40.722448,-74.301546
10125,40.812449,-74.21733
5222,40.832468,-74.242863
3816,40.909405,-74.363571
16184,40.785755,-74.265058
11082,40.853733,-74.40163
1864,40.872514,-74.341776
5097,40.634588,-74.519044
10844,40.607152,-74.280531
5718,40.620618,-74.315435
5989,40.589329,-74.311415
2415,40.821737,-74.310147
1968,40.642845,-74.436233
7095,40.820314,-74.106041
8542,40.797985,-74.113258
2328,40.826431,-74.062335
3850,40.817097,-74.085024
3048,40.850183,-74.087068
8576,40.633029,-74.372899
926,40.554147,-74.25306
5151,40.748811,-74.261512
7865,40.574413,-74.4148
7012,40.697966,-74.334436
1673,40.926913,-74.342511
19235,40.695266,-74.269078
6267,40.767915,-74.020629
2428,40.680722,-74.360292
7105,40.781958,-74.067649
7221,40.552857,-74.286939
10672,40.820616,-74.15625
20267,40.719389,-74.046469
5796,40.730128,-74.036832
2279,41.032669,-74.133826
2834,41.020753,-74.332842
6211,40.987841,-74.378188
11611,40.935833,-74.117504
